Job_ID,Alumni_ID,Employer_ID,Role,Technology,Employment_Type,Work_Auth_At_Hire,Remote_Flag,City,State,Country,Start_Date,End_Date,Job_Portal,Salary_USD,Bonus_USD,Performance_Rating,Manager_Name,Team,Offer_Accept_Days
932,953,377,Product Manager,"React, Node.js",Full-Time,H1B,Yes,Detroit,MI,USA,2021-03-09,2024-07-30,Glassdoor,91126,11269,3,April Wright,Platform,5
933,879,286,ML Engineer,"Spark, Tableau",Intern,H1B,No,Savannah,GA,USA,2023-01-23,2024-10-07,Company Site,120090,9240,3,Patricia Black,Security,5
934,236,817,Data Analyst,"Spark, C++, Hadoop",Full-Time,Citizen,Yes,Phoenix,AZ,USA,2024-05-22,2025-06-07,Referral,141571,11327,4,Veronica Yoder,Apps,13
935,232,434,Software Engineer,"Python, Azure, Spark",Part-Time,Citizen,No,Columbus,OH,USA,2023-09-12,2023-01-16,Glassdoor,89708,8663,3,Jack Adams,SRE,16
936,707,206,ML Engineer,"Snowflake, React, Python",Part-Time,STEM-OPT,Yes,Seattle,WA,USA,2022-08-19,2023-05-10,Referral,96335,9933,3,Bianca Whitaker,Apps,11
937,742,130,Software Engineer,".NET, Python",Full-Time,STEM-OPT,Yes,Buffalo,NY,USA,2016-04-10,2021-01-02,Campus Career Fair,93541,12070,1,Jessica Lynch,Data,1
938,236,694,Data Engineer,.NET,Full-Time,CPT,Yes,Naperville,IL,USA,2024-05-23,2025-01-20,Glassdoor,125560,5166,4,Annette Reed,Data,12
939,308,286,Data Engineer,"React, AWS, R",Part-Time,STEM-OPT,Yes,Rochester,NY,USA,2021-03-03,2023-11-11,Handshake,97780,10576,4,Tracy Oneill,SRE,9
940,664,726,Business Analyst,"Docker, C++, Spark",Intern,CPT,Yes,Detroit,MI,USA,2025-01-05,2025-01-20,Glassdoor,62668,6294,2,Ellen Cook,SRE,4
941,213,253,Data Engineer,Hadoop,Intern,STEM-OPT,Yes,Springfield,MO,USA,2025-06-14,2025-08-10,Campus Career Fair,126202,11225,4,Erik Carr,SRE,9
942,601,794,Data Analyst,GCP,Part-Time,STEM-OPT,Yes,Tampa,FL,USA,2025-03-13,2025-01-08,Handshake,99057,10608,1,April Young,QA,7
943,193,903,Salesforce Developer,Power BI,Part-Time,Citizen,No,Dallas,TX,USA,2023-06-03,2024-02-26,LinkedIn,129716,8390,4,Brenda White,SRE,6
944,236,101,SDET,Hadoop,Intern,STEM-OPT,Yes,Cambridge,MA,USA,2025-03-08,2025-01-20,Glassdoor,117808,4699,3,Peter Kidd,Apps,9
945,737,108,SDET,Python,Part-Time,CPT,No,Fort Collins,CO,USA,2022-08-26,2023-07-06,Company Site,107420,10339,4,Daniel Nunez,Platform,1
946,571,471,Data Engineer,Kubernetes,Part-Time,CPT,No,Grand Rapids,MI,USA,2025-01-19,2025-11-28,Handshake,81680,10736,4,Melanie Le,Security,8
947,691,556,Software Engineer,"GCP, Tableau, React",Contract,STEM-OPT,Yes,Buffalo,NY,USA,2023-08-26,2025-07-09,Company Site,80162,6962,4,Joanna Baird,QA,5
948,619,515,Data Engineer,"Kubernetes, GCP",Contract,CPT,No,Colorado Springs,CO,USA,2022-04-03,2025-06-16,Handshake,138919,12373,5,Megan Maxwell,Security,12
949,710,76,DevOps Engineer,"JavaScript, Hadoop",Contract,STEM-OPT,No,Orlando,FL,USA,2018-08-28,2019-02-17,Indeed,91523,7390,4,Gloria Schwartz,QA,10
950,283,118,Security Analyst,"Tableau, Hadoop, Java",Part-Time,H1B,Yes,St. Louis,MO,USA,2016-02-11,2022-03-29,Referral,86653,7795,2,Steven West,Security,12
951,462,908,ML Engineer,"Tableau, Azure",Part-Time,H1B,No,Bellevue,WA,USA,2020-09-15,2024-01-17,Campus Career Fair,103341,7757,3,Kristina Cain,SRE,3
952,766,996,Security Analyst,Tableau,Full-Time,CPT,No,Dallas,TX,USA,2023-04-30,2025-08-13,Indeed,122749,8805,2,John Henson,Security,7
953,105,748,Software Engineer,"Azure, Tableau, Docker",Full-Time,CPT,No,Rochester,NY,USA,2018-11-23,2023-08-21,LinkedIn,95543,6168,5,John Spencer,SRE,18
954,54,938,Business Analyst,"Java, AWS, GCP",Full-Time,STEM-OPT,Yes,Phoenix,AZ,USA,2022-03-17,2023-06-21,Handshake,117624,4009,4,Lindsey Wilson,QA,7
955,795,864,QA Engineer,"R, Python",Intern,Citizen,No,Tucson,AZ,USA,2021-06-24,2024-05-16,Indeed,99307,1999,5,Leslie Howard,Security,3
956,217,63,Security Analyst,"GCP, Hadoop",Part-Time,OPT,No,Colorado Springs,CO,USA,2020-09-26,2022-09-14,Handshake,71024,11530,5,Robert Parks,Data,15
957,895,421,Data Engineer,"AWS, Snowflake",Full-Time,OPT,Yes,Cincinnati,OH,USA,2025-07-26,2025-04-17,Indeed,45000,3029,3,Cameron Johns,SRE,7
958,728,456,Software Engineer,"Snowflake, Azure, JavaScript",Intern,CPT,No,Detroit,MI,USA,2025-12-11,2025-12-04,Glassdoor,114419,8691,2,Brenda Wright,Platform,5
959,148,762,Software Engineer,React,Contract,STEM-OPT,Yes,Dallas,TX,USA,2022-09-26,2023-07-19,Campus Career Fair,126598,7718,3,Lisa Sawyer,SRE,13
960,984,885,Salesforce Developer,"Spark, Hadoop",Contract,Citizen,No,Tucson,AZ,USA,2024-09-19,2024-04-30,Indeed,105333,3855,4,Ryan Hicks,Apps,8
961,723,705,SDET,"Hadoop, JavaScript",Part-Time,STEM-OPT,No,Los Angeles,CA,USA,2016-11-06,2025-01-11,Company Site,93794,6650,1,Michael Herman,SRE,12
962,675,402,QA Engineer,"Hadoop, Tableau, Java",Part-Time,Citizen,No,Cincinnati,OH,USA,2024-07-27,2024-10-16,LinkedIn,99602,8192,5,Kimberly Roman,Data,13
963,586,549,Product Manager,Tableau,Contract,OPT,Yes,Tacoma,WA,USA,2018-08-15,2018-01-29,Glassdoor,83166,10290,5,Daniel Walters,Data,14
964,623,218,QA Engineer,"SQL, Java, Docker",Intern,Citizen,Yes,Philadelphia,PA,USA,2018-06-03,2021-01-04,Referral,105275,3104,1,Jerry Taylor,QA,3
965,70,167,Data Analyst,"Snowflake, C++, Docker",Contract,H1B,No,Chesterfield,MO,USA,2021-01-02,2023-08-15,Referral,105873,13277,5,Howard Fritz,SRE,11
966,953,332,DevOps Engineer,Node.js,Part-Time,Citizen,No,Durham,NC,USA,2024-07-31,2025-10-12,Company Site,115864,11343,4,Brenda Moore,QA,1
967,10,782,Security Analyst,React,Part-Time,STEM-OPT,No,Atlanta,GA,USA,2025-11-09,2025-07-25,LinkedIn,94631,6377,1,Sophia Ferguson,SRE,12
968,520,245,Data Engineer,"Python, Snowflake",Part-Time,Citizen,Yes,Detroit,MI,USA,2021-01-10,2021-01-19,Campus Career Fair,88626,15088,2,Debra Henson,SRE,2
969,597,339,SDET,Spark,Full-Time,STEM-OPT,Yes,San Diego,CA,USA,2020-09-30,2023-07-26,Campus Career Fair,66015,8529,2,Richard Curtis,Data,1
970,333,281,QA Engineer,"SQL, Hadoop, Docker",Full-Time,OPT,Yes,Tucson,AZ,USA,2021-02-24,2022-01-31,Handshake,103593,7265,5,Jeffrey Mitchell MD,QA,5
971,479,336,DevOps Engineer,SQL,Intern,H1B,No,Tampa,FL,USA,2020-04-07,2023-12-11,Indeed,130970,4369,5,Mr. Brett Mccormick,SRE,12
972,107,576,Data Engineer,React,Full-Time,OPT,No,Scottsdale,AZ,USA,2022-04-11,2024-08-31,LinkedIn,127734,15026,1,Sean Johnson,QA,8
973,874,824,Software Engineer,React,Full-Time,OPT,No,Plano,TX,USA,2023-03-21,2023-12-01,Company Site,80387,10493,1,Cheyenne Vaughn,Data,21
974,627,521,DevOps Engineer,Azure,Intern,CPT,Yes,Fort Collins,CO,USA,2019-05-13,2025-04-07,Indeed,59925,1451,3,Mrs. Nicole Perez,QA,9
975,179,99,Data Analyst,"Tableau, Azure",Intern,OPT,No,Cincinnati,OH,USA,2016-11-28,2023-10-16,Indeed,97207,10741,2,Christopher Carson,Security,3
976,158,27,Salesforce Developer,"Azure, Python, Snowflake",Full-Time,CPT,No,Springfield,IL,USA,2020-06-16,2023-10-19,Indeed,111180,9979,2,Sandra Tanner,SRE,9
977,197,371,QA Engineer,"Snowflake, GCP, Power BI",Contract,Citizen,Yes,San Francisco,CA,USA,2021-03-22,2025-05-09,Company Site,89301,5691,3,Donna Bruce,Data,8
978,307,600,Data Engineer,"Docker, AWS, R",Intern,Citizen,No,San Francisco,CA,USA,2025-02-20,2025-03-17,Glassdoor,132810,14857,2,Christopher White,Data,11
979,377,865,DevOps Engineer,"Azure, R, Spark",Full-Time,H1B,No,Los Angeles,CA,USA,2023-11-13,2023-02-23,Glassdoor,95087,1942,4,Sandra Perkins,Platform,1
980,2,281,QA Engineer,"Java, JavaScript, Azure",Intern,CPT,No,San Jose,CA,USA,2022-01-28,2022-03-15,Glassdoor,82116,9741,4,Roger Harris,Security,9
981,119,951,Business Analyst,GCP,Intern,OPT,No,Seattle,WA,USA,2018-06-13,2021-01-19,LinkedIn,95613,6480,1,Tyler Martinez,SRE,20
982,148,472,ML Engineer,"C++, React, Java",Contract,Citizen,Yes,Plano,TX,USA,2022-04-24,2025-09-11,Indeed,81286,193,1,Phillip Baker,Security,12
983,327,800,DevOps Engineer,Kubernetes,Part-Time,STEM-OPT,Yes,Redmond,WA,USA,2015-02-01,2020-05-23,Campus Career Fair,91260,11537,3,Sean Velazquez MD,Platform,12
984,193,153,Product Manager,Spark,Contract,CPT,No,Orlando,FL,USA,2024-02-28,2024-03-18,Handshake,114613,1932,5,Corey Lee,SRE,10
985,334,980,Business Analyst,"Snowflake, React, Docker",Contract,STEM-OPT,No,Detroit,MI,USA,2022-11-06,2025-12-23,Indeed,76533,10135,2,Kimberly Chapman,Security,14
986,383,302,Product Manager,"Tableau, .NET, Kubernetes",Part-Time,CPT,Yes,Ann Arbor,MI,USA,2025-04-19,2025-01-31,Referral,115180,7136,2,Leslie Simon,Data,9
987,776,631,Software Engineer,GCP,Contract,CPT,No,St. Louis,MO,USA,2025-05-09,2025-04-22,Referral,140376,5544,1,Angela Luna,Security,13
988,518,27,Salesforce Developer,"SQL, Node.js, Tableau",Contract,Citizen,No,White Plains,NY,USA,2025-03-10,2025-03-03,Glassdoor,100784,7374,5,Michelle Anderson,Security,15
989,297,657,Salesforce Developer,Python,Full-Time,STEM-OPT,Yes,Naperville,IL,USA,2024-11-07,2024-09-18,LinkedIn,84945,7534,4,Heidi Dixon,Data,6
990,147,873,Data Analyst,"JavaScript, Node.js",Part-Time,H1B,No,Redmond,WA,USA,2023-08-30,2024-11-25,Campus Career Fair,109104,12651,5,Erica Diaz,QA,11
991,206,974,SDET,Java,Part-Time,STEM-OPT,No,Irvine,CA,USA,2021-11-19,2023-06-03,Indeed,85976,5395,3,David Hansen,QA,12
992,87,967,Business Analyst,"Spark, Snowflake, Docker",Part-Time,H1B,Yes,Miami,FL,USA,2025-04-19,2025-10-27,Handshake,128543,9196,4,Mr. Todd Warner,Security,10
993,743,292,SDET,AWS,Contract,Citizen,No,Tucson,AZ,USA,2021-02-26,2022-10-18,Handshake,102659,4643,1,Katherine Thornton,Security,6
994,53,485,Business Analyst,AWS,Intern,Citizen,Yes,Harrisburg,PA,USA,2021-03-30,2025-01-19,Glassdoor,106495,5988,5,Keith Taylor,Platform,11
995,816,763,Data Engineer,"Python, Hadoop",Part-Time,STEM-OPT,No,Tucson,AZ,USA,2020-10-16,2021-01-26,Handshake,92399,5087,2,Cheryl Mejia,Data,12
996,239,550,Security Analyst,"Spark, Kubernetes, React",Contract,Citizen,Yes,San Diego,CA,USA,2024-05-24,2024-05-17,Referral,121231,8299,2,Nancy Taylor,Platform,8
997,139,635,QA Engineer,"Azure, Docker",Part-Time,CPT,No,Springfield,IL,USA,2024-11-08,2025-07-07,Glassdoor,81351,9769,4,James Kelly,Security,12
998,149,308,Business Analyst,AWS,Full-Time,STEM-OPT,Yes,Somerville,MA,USA,2020-08-25,2020-10-04,Indeed,116459,14741,5,Jessica Perez,Platform,8
999,129,739,Data Analyst,SQL,Part-Time,CPT,No,Dallas,TX,USA,2025-03-04,2025-11-15,Campus Career Fair,102588,7932,4,Douglas Phillips,SRE,5
1000,510,481,Business Analyst,"Hadoop, Spark",Part-Time,H1B,Yes,Jacksonville,FL,USA,2019-09-20,2024-09-26,Glassdoor,115168,8306,5,Mr. Keith Huffman PhD,Platform,1
